original_shape,sampled_shape,processed_shape,encoded_feature_count,train_size,validation_size,test_size,best_model,validation_macro_f1,test_macro_f1,test_accuracy,random_state,sample_size
"(7728394, 34)","(100000, 34)","(100000, 37)",181,69997,15003,15000,RF Balanced min_samples_leaf=5,0.40950994845785754,0.4185272797954377,0.7415333333333334,42,100000
